stk_id,rozsah_opravneni,psc,mesto,ulice,provozovatel,tel,mail,orp,okres,kraj,cenastk,cenaevkont,cenaemiseb,cenaemisen,pracovnidoba
3217,"NA, TRA, ZS",268 01,Hořovice,Masarykova 1432,STK Hořovice spol. s r.o.,311516727,jcejka@stkhorovice.cz,Hořovice,Beroun,Středočeský kraj,0,0,0,0,"Po: 7:00-16:30, Út: 7:00-16:30, St: 7:00-16:30, Čt: 7:00-16:30, Pá: 7:00-14:30"
322,"NA, TRA, ZS",288 02,Nymburk,Draho u Budiměřic 14,Technický servis STK s.r.o.,325546074,stk.3220@quick.cz,Nymburk,Nymburk,Středočeský kraj,0,0,0,0,"Po: 7:00-15:30, Út: 7:00-15:30, St: 7:00-15:30, Čt: 7:00-15:30, Pá: 7:00-15:30"
3222,"OA, TRA",252 45,Březová-Oleško,Hlavní 9,AUTO PAŘÍZEK  s.r.o.,257760944,autoparizek@seznam.cz,Černošice,Praha-západ,Středočeský kraj,0,0,0,0,"Po: 7:30-17:30, Út: 7:30-16:30, St: 7:30-17:30, Čt: 7:30-16:30, Pá: 7:30-11:30"
3223,"OA, NA, TRA, ZS",256 01,Benešov,Dlouhé Pole,REVIT spol. s r.o.,317 726 351,stkbenesov@seznam.cz,Benešov,Benešov,Středočeský kraj,0,0,0,0,"Po: 7:00-18:00, Út: 7:00-18:00, St: 7:00-18:00, Čt: 7:00-18:00, Pá: 7:00-14:00"
3245,"OA, TRA",276 01,Mělník,Na Malém Spořilově 41/51,BĚLOHRADSKÝ spol. s r.o.,312310720,stk3245@seznam.cz,Mělník,Mělník,Středočeský kraj,0,0,0,0,0
3221,"OA, TRA, ZS",261 01,Příbram I,Drásov 121,AUTO PETRA spol. s r.o.,"318 690 266, 318 690 391",stkdrasov@volny.cz,Příbram,Příbram,Středočeský kraj,890,390,590,740,"Po: 7:00-17:00, Út: 7:00-17:00, St: 7:00-17:00, Čt: 7:00-17:00, Pá: 7:00-12:00, So: 8:00-12:00"
324,"OA, NA, TRA, ZS",289 22,Lysá nad Labem,K Milovicům 1921,STK RAPTOR s.r.o,607206206,info@stklysa.cz,Lysá nad Labem,Nymburk,Středočeský kraj,750,400,600,700,"Po: 7:00-19:00, Út: 7:00-19:00, St: 7:00-19:00, Čt: 7:00-19:00, Pá: 7:00-15:00"
3227,"OA, NA, TRA, ZS",251 01,Říčany,Kolovratská 2020,BĚLOHRADSKÝ spol. s r.o.,323 605 363,stk3227@centrum.cz,Říčany,Praha-východ,Středočeský kraj,790,390,790,790,"Po: 7:00-18:00, Út: 7:00-18:00, St: 7:00-18:00, Čt: 7:00-18:00, Pá: 7:00-18:00"
3228,"OA, ZS",267 01,Králův Dvůr,Pod Hájem 372,A-Z BEROUN s.r.o.,311637777,stk3228@seznam.cz,Beroun,Beroun,Středočeský kraj,850,400,800,900,"Po: 6:45-15:30, Út: 6:45-15:30, St: 6:45-15:30, Čt: 6:45-15:30, Pá: 6:45-15:30"
323,"OA, TRA, ZS",286 01,Čáslav,Vrchovská 1760,ABERA spol. s r.o.,327315555,abera@abera.cz,Čáslav,Kutná Hora,Středočeský kraj,850,320,610,790,"Po: 7:00-17:00, Út: 7:00-15:00, St: 7:00-17:00, Čt: 7:00-15:00, Pá: 7:00-13:00, So: 8:00-12:00"
3231,"OA, TRA, ZS",252 63,Roztoky,Přílepská 1909,Auto Holý s.r.o.,233910035,auto-holy@volny.cz,Černošice,Praha-západ,Středočeský kraj,900,300,700,900,"Po: 7:30-17:00, Út: 7:30-17:00, St: 7:30-17:00, Čt: 7:30-17:00, Pá: 7:30-17:00"
3233,"OA, NA, TRA, ZS",257 65,Čechtice,Loket 52,PRP spol.s r.o.,317866060,stkloket@seznam.cz,Vlašim,Benešov,Středočeský kraj,800,300,550,650,"Po: 7:00-17:00, Út: 7:00-17:00, St: 7:00-17:00, Čt: 7:00-17:00, Pá: 7:00-12:00"
3234,"OA, ZS",293 01,Mladá Boleslav,Havlíčkova 1432/II,STK - PECHA v.o.s.,326737780,STK3234@volny.cz,Mladá Boleslav,Mladá Boleslav,Středočeský kraj,900,450,900,900,"Po: 7:00-17:00, Út: 7:00-17:00, St: 7:00-17:00, Čt: 7:00-17:00, Pá: 7:00-15:00, So: 8:00-13:00"
3235,"OA, NA, TRA, ZS",264 01,Sedlčany,Strojírenská 741,"KASOKO, s.r.o.","318 820 810, 318 820 809",stksedlcany@volny.cz,Sedlčany,Příbram,Středočeský kraj,890,390,540,790,"Po: 7:00-17:00, Út: 7:00-15:00, St: 7:00-17:00, Čt: 7:00-15:00, Pá: 7:00-12:00"
3242,"OA, NA, TRA, ZS",272 03,Kladno - Dubí,Kročehlavská 1025,BĚLOHRADSKÝ spol. s r.o.,312538260,stk3242@seznam.cz,Kladno,Kladno,Středočeský kraj,890,400,850,850,"Po: 7:00-18:00, Út: 7:00-18:00, St: 7:00-18:00, Čt: 7:00-18:00, Pá: 7:00-18:00"
3243,"OA, NA, TRA",252 41,Dolní Břežany,Pražská 830,Automobile Centre STK s.r.o.,722004004,info@stkdb.cz,Černošice,Praha-západ,Středočeský kraj,890,390,790,990,"Po: 7:00-19:00, Út: 7:00-19:00, St: 7:00-19:00, Čt: 7:00-19:00, Pá: 7:00-17:00"
3244,"OA, NA, TRA",293 01,Mladá Boleslav,Jičínská 414,BĚLOHRADSKÝ spol. s r.o.,315624925,stk3244@seznam.cz,Mladá Boleslav,Mladá Boleslav,Středočeský kraj,850,400,850,850,"Po: 7:00-17:00, Út: 7:00-17:00, St: 7:00-17:00, Čt: 7:00-17:00, Pá: 7:00-17:00"
3225,"OA, NA, TRA, ZS",252 62,Horoměřice,Suchdolská 682,"JISTAB, a.s.","220 970 079, 220 970 080",stk@jistab.cz,Černošice,Praha-západ,Středočeský kraj,900,400,700,900,"Po: 6:15-18:00, Út: 6:15-18:00, St: 6:15-18:00, Čt: 6:15-18:00, Pá: 6:15-18:00, So: 8:00-12:00"
3239,"OA, NA, TRA, ZS",271 01,Nové Strašecí,Průmyslová 1208,"AR auto, s.r.o.",724 330 990,info@stknovestraseci.cz; info@arauto.cz,Rakovník,Rakovník,Středočeský kraj,790,300,550,650,"Po: 7:00-16:00, Út: 7:00-16:00, St: 7:00-16:00, Čt: 7:00-16:00, Pá: 7:00-13:00"
3238,"OA, NA, TRA, ZS",281 01,Velim,Palackého 94,"STK Velim, a.s.",321762066,stkvelim@seznam.cz,Kolín,Kolín,Středočeský kraj,740,0,640,0,"Po: 6:30-17:30, Út: 6:30-17:30, St: 6:30-17:30, Čt: 6:30-17:30, Pá: 6:30-14:00, So: 7:30-12:00"
3229,"OA, TRA",288 02,Nymburk,Dopravní 2098,BUILDING S spol. s r.o.,724750750,stk@building.cz,Nymburk,Nymburk,Středočeský kraj,0,0,0,0,0
3224,"OA, ZS",268 01,Hořovice,Masarykova 392,STK JIKE s.r.o.,311513777,stk32_24@seznam.cz,Hořovice,Beroun,Středočeský kraj,0,0,0,0,"Po: 7:00-17:00, Út: 7:00-16:30, St: 7:00-17:00, Čt: 7:00-16:30, Pá: 7:00-12:00"
3219,"OA, NA, TRA, ZS",281 63,Kostelec nad Černými Lesy,nám. Smiřických 16,ČSAD POLKOST spol. s r.o.,"321 679 289, ústř. 679274",stk.osobni@csadpolkost.cz,Říčany,Praha-východ,Středočeský kraj,750,350,550,700,"Po: 6:00-17:00, Út: 6:00-17:00, St: 6:00-17:00, Čt: 6:00-17:00, Pá: 6:00-17:00, So: 7:00-11:30"
3241,"OA, ZS",261 01,Příbram V - Zdaboř,Brodská 633,SeTeKoCAR s.r.o.,605106706,a.huml@ampseteko.cz,Příbram,Příbram,Středočeský kraj,0,0,0,0,"Po: 7:00-17:00, Út: 7:00-17:00, St: 7:00-17:00, Čt: 7:00-17:00, Pá: 7:00-17:00"
3226,"OA, TRA, ZS",250 65,Líbeznice,Mělnická 1060,BĚLOHRADSKÝ spol. s r.o.,233 930 909,stk3226@seznam.cz,Brandýs nad Labem-Stará Boleslav,Praha-východ,Středočeský kraj,0,0,0,0,"Po: 7:00-18:00, Út: 7:00-18:00, St: 7:00-18:00, Čt: 7:00-18:00, Pá: 7:00-18:00"
3232,"OA, NA, TRA, ZS",250 82,Tuklaty,Hlavní 182,TRILOBIT REAL s.r.o.,321622290,stk@trilobit-real.cz,Český Brod,Kolín,Středočeský kraj,0,0,0,0,"Po: 6:00-18:30, Út: 6:00-18:30, St: 6:00-18:30, Čt: 6:00-18:30, Pá: 6:00-14:00"
3301,"OA, TRA, ZS",388 01,Blatná,Vrbenská 1526,"STK Blatná, spol. s r. o.",383 422 706,stk.blatna@worldonline.cz,Blatná,Strakonice,Jihočeský kraj,0,0,0,0,"Po: 7:00-16:30, Út: 7:00-16:00, St: 7:00-16:30, Čt: 7:00-16:00, Pá: 7:00-16:00"
3309,"NA, TRA",389 01,Vodňany,Stožická 840,STK ZÁRUBA M & K s.r.o.,383382522,stk@zaruba.cz,Vodňany,Strakonice,Jihočeský kraj,0,0,0,0,So: 9:00-17:00
3312,"NA, TRA, ZS",377 01,Jindřichův Hradec,Jitka-Otín 3,BONUS Prachatice spol. s r.o.,384326717,stkjh@stkjh.cz,Jindřichův Hradec,Jindřichův Hradec,Jihočeský kraj,0,0,0,0,"Po: 7:00-16:00, Út: 7:00-16:00, St: 7:00-16:00, Čt: 7:00-16:00, Pá: 7:00-15:00"
3317,"NA, TRA, ZS",384 22,Vlachovo Březí,Chlumany 100,Alena Ládová - DOZER s.r.o.,388320000,dozer.stk@cmail.cz,Prachatice,Prachatice,Jihočeský kraj,0,0,0,0,"Po: 7:00-15:30, Út: 7:00-15:30, St: 7:00-15:30, Čt: 7:00-15:30, Pá: 7:00-13:00"
3318,"NA, TRA",397 01,Písek,U Hřebčince 2534,"ATOS, s.r.o.",382212564,atospisek@volny.cz,Písek,Písek,Jihočeský kraj,0,0,0,0,0
3327,"OA, NA, TRA",382 21,Kájov,"Křenov u Kájova parc. č. 265, areál BOXIT",BĚLOHRADSKÝ spol. s r.o.,380750995,stk3327@seznam.cz,Český Krumlov,Český Krumlov,Jihočeský kraj,0,0,0,0,0
3403,"OA, TRA, ZS",342 01,Sušice,Čimice 77,Čimická STK s.r.o.,376596542,stk3403@autokalny.cz,Sušice,Klatovy,Plzeňský kraj,0,0,0,0,0
3311,"OA, NA, TRA, ZS",393 01,Pelhřimov,Skrýšovská 1968,STK PELHŘIMOV spol. s r.o.,565323110,stk@stkpelhrimov.cz,Pelhřimov,Pelhřimov,Vysočina,820,400,630,830,"Po: 7:00-15:45, Út: 7:00-15:45, St: 7:00-17:15, Čt: 7:00-15:45, Pá: 7:00-14:00"
3313,"OA, TRA, ZS",375 01,Týn nad Vltavou,Táborská 568,STK Týn nad Vltavou s.r.o.,385732608,stktyn@gmail.com,Týn nad Vltavou,České Budějovice,Jihočeský kraj,800,300,500,700,"Po: 7:00-17:00, Út: 7:00-16:00, St: 7:00-17:00, Čt: 7:00-16:00, Pá: 7:00-14:00, So: 8:00-11:00"
3314,"OA, ZS",390 02,Tábor,Pelhřimovská 2940,AUTA TEST s.r.o.,381 253 175,stk@stk-tabor.cz,Tábor,Tábor,Jihočeský kraj,900,400,800,1000,"Po: 7:00-17:30, Út: 7:00-16:00, St: 7:00-16:30, Čt: 7:00-16:00, Pá: 7:00-14:00"
3316,"OA, TRA, ZS",396 01,Humpolec,Pelhřimovská 738,STK Humpolec s.r.o.,565533491,stk.humpolec@tiscali.cz,Humpolec,Pelhřimov,Vysočina,750,300,550,650,"Po: 7:00-17:30, Út: 7:00-17:30, St: 7:00-17:30, Čt: 7:00-17:30, Pá: 7:00-15:30"
3319,"OA, TRA, ZS",399 01,Milevsko,Hrejkovice 110,Tollinger s.r.o.,382211089,stk@tollingercz.cz,Milevsko,Písek,Jihočeský kraj,750,350,600,800,"Po: 7:00-17:00, Út: 7:00-17:00, St: 7:00-17:00, Čt: 7:00-17:00, Pá: 7:00-14:00, So: 9:00-11:00"
332,"OA, ZS",370 01,České Budějovice,Jindřicha Plachty 56/2606,Alena Ládová - DOZER s.r.o.,387314265,dozer.stk@cmail.cz,České Budějovice,České Budějovice,Jihočeský kraj,900,250,420,685,"Po: 6:30-19:30, Út: 6:30-19:30, St: 6:30-19:30, Čt: 6:30-19:30, Pá: 6:30-18:30"
3321,"OA, ZS",399 01,Milevsko,Sažinova 1438,Jikona STK s.r.o.,382 521 013,stk_mil@volny.cz,Milevsko,Písek,Jihočeský kraj,770,350,500,700,"Po: 7:00-15:30, Út: 7:00-15:30, St: 7:00-17:00, Čt: 7:00-15:30, Pá: 7:00-13:00"
3323,"OA, NA, TRA, ZS",392 01,Soběslav,Nová 514/II,"PETA servis, spol. s r.o.",381 521 431,stkpetas@volny.cz,Soběslav,Tábor,Jihočeský kraj,800,350,700,750,"Po: 7:00-17:00, Út: 7:00-17:00, St: 7:00-17:00, Čt: 7:00-17:00, Pá: 7:00-14:00"
3324,"OA, ZS",392 01,Soběslav,Nová 515,STK Týn nad Vltavou s.r.o.,381 521 530,stksob@volny.cz,Soběslav,Tábor,Jihočeský kraj,800,300,600,800,"Po: 7:00-16:00, Út: 7:00-16:00, St: 7:00-16:00, Čt: 7:00-16:00, Pá: 7:00-14:00"
3325,OA,383 01,Prachatice,Vodňanská 964,Alena Ládová - DOZER s.r.o.,388310656,dozer.stk@cmail.cz,Prachatice,Prachatice,Jihočeský kraj,770,380,500,750,"Po: 7:00-15:30, Út: 7:00-15:30, St: 7:00-17:00, Čt: 7:00-15:30, Pá: 7:00-14:00"
3326,"OA, TRA, ZS",398 01,Mirotice,Družstevní 335,STK Mirotice s.r.o.,382 229 094,stkmirotice@tiscali.cz,Písek,Písek,Jihočeský kraj,820,300,700,900,"Po: 7:00-16:00, Út: 7:00-16:00, St: 7:00-16:00, Čt: 7:00-16:00, Pá: 7:00-16:00"
3401,"OA, ZS",318 03,Plzeň,Domažlická 126,AUTOKOMPLET- servis Plzeň s.r.o.,377386776,stk@autokomplet91.cz,Plzeň-město,Plzeň-město,Plzeňský kraj,900,450,700,750,"Po: 7:00-15:00, Út: 7:00-15:00, St: 7:00-15:00, Čt: 7:00-15:00, Pá: 7:00-10:00"
3402,"OA, ZS",356 01,Sokolov,Citická 2069,"TYLINGER, s.r.o.",352600063,stksokolov@seznam.cz,Sokolov,Sokolov,Karlovarský kraj,1300,550,600,800,"Po: 6:00-22:00, Út: 6:00-22:00, St: 6:00-22:00, Čt: 6:00-22:00, Pá: 6:00-22:00"
3404,"OA, ZS",338 05,Mýto,Plzeňská 569,STK Mýto s.r.o.,371750316,stk.myto@mybox.cz,Rokycany,Rokycany,Plzeňský kraj,800,400,600,800,"Po: 7:00-17:00, Út: 7:00-16:00, St: 7:00-17:00, Čt: 7:00-16:00, Pá: 7:00-12:30"
3406,"OA, ZS",339 01,Klatovy,Domažlické předměstí 610,STK KLATOVY s.r.o.,376313938,janecek.tj@quick.cz,Klatovy,Klatovy,Plzeňský kraj,900,400,700,900,"Po: 7:00-16:00, Út: 7:00-16:00, St: 7:00-16:00, Čt: 7:00-16:00, Pá: 7:00-16:00"
3407,"OA, ZS",347 01,Tachov,Oldřichovská 1511,AutoKontrol - STK Tachov s.r.o.,374722753,stk34.07tc@quick.cz,Tachov,Tachov,Plzeňský kraj,950,390,0,0,"Po: 7:00-17:30, Út: 7:00-17:30, St: 7:00-17:30, Čt: 7:00-17:30, Pá: 7:00-14:00, So: 7:00-12:00"
331,"OA, ZS",397 01,Písek,Hradišťská 2439,JIKONA STK s.r.o.,382219089,jikona@volny.cz,Písek,Písek,Jihočeský kraj,850,350,600,600,"Po: 7:00-17:00, Út: 7:00-15:30, St: 7:00-17:00, Čt: 7:00-15:30, Pá: 7:00-13:00"
3315,"OA, ZS",384 22,Vlachovo Březí,Žižkova 117,Alena Ládová - DOZER s.r.o.,388320153,dozer.stk@cmail.cz,Prachatice,Prachatice,Jihočeský kraj,810,550,600,800,"Po: 7:00-15:30, Út: 7:00-15:30, St: 7:00-15:30, Čt: 7:00-15:30, Pá: 7:00-14:00"
3322,"OA, ZS",379 01,Třeboň,Jiráskova 1202,STK Kalivoda s.r.o.,384721865,stktrebon@tiscali.cz,Třeboň,Jindřichův Hradec,Jihočeský kraj,850,300,600,600,"Po: 6:00-17:00, Út: 6:00-17:00, St: 6:00-17:00, Čt: 6:00-17:00, Pá: 6:00-17:00"
3409,"NA, TRA, ZS, ADR",362 61,Sadov,Lesov ev.č. 8,"TÜV NORD Czech, s.r.o.",353590219,stk-sadov@tuev-nord.cz,Karlovy Vary,Karlovy Vary,Karlovarský kraj,0,0,0,0,0
341,"OA, TRA, ZS",350 02,Cheb,Vrázova 2626/16,AUTO - O.K. s.r.o.,354439847,cheb@autook.cz,Cheb,Cheb,Karlovarský kraj,0,0,0,0,0
3412,"NA, TRA, ZS, ADR",339 01,Klatovy,Dr.Sedláka 778,KLATOVSKÁ STK s.r.o.,376322332,klastk3412@investtel.cz,Klatovy,Klatovy,Plzeňský kraj,0,0,0,0,0
3416,"NA, TRA",356 01,Sokolov,Chebská 2239,Sokolovská STK s.r.o.,352467444,sokolovskastk@seznam.cz,Sokolov,Sokolov,Karlovarský kraj,0,0,0,0,0
3418,"NA, TRA",338 05,Mýto,Plzeňská  23,LINKA-STK MÝTO s.r.o.,371750598,stk.myto@tiscali.cz,Rokycany,Rokycany,Plzeňský kraj,0,0,0,0,0
342,"OA, ZS",360 04,Karlovy Vary,Hroznětínská 402/4,"TÜV NORD Czech, s.r.o.",353449475-6,stk-bohatice@tuev-nord.cz,Karlovy Vary,Karlovy Vary,Karlovarský kraj,0,0,0,0,0
3421,"OA, TRA, ZS",364 01,Toužim,Plzeňská 575,F+T AUTO-TECHNIK s.r.o.,353311542,stktouzim@volny.cz,Karlovy Vary,Karlovy Vary,Karlovarský kraj,0,0,0,0,0
